drone_id,x,y,z,time
Drone_2871,94.73,8.62,2.06,78
Drone_2871,70.03,94.18,12.02,79
Drone_2872,13.34,3.88,3.57,31
Drone_2872,26.85,16.63,5.38,32
Drone_2872,75.66,8.22,17.61,33
Drone_2872,37.46,33.83,18.5,34
Drone_2872,31.51,93.64,1.28,35
Drone_2873,47.42,69.13,11.08,93
Drone_2873,54.71,32.33,14.96,94
Drone_2873,58.24,94.46,13.3,95
Drone_2873,67.23,28.89,4.62,96
Drone_2873,17.43,46.4,3.94,97
Drone_2874,21.22,20.03,14.66,60
Drone_2874,78.06,54.47,4.07,61
Drone_2874,19.99,9.61,10.0,62
Drone_2874,93.24,42.07,2.75,63
Drone_2874,63.14,12.92,9.88,64
Drone_2875,14.75,18.77,6.01,41
Drone_2875,22.65,68.16,15.35,42
Drone_2875,14.9,62.31,0.6,43
Drone_2875,21.16,38.03,9.36,44
Drone_2875,28.67,90.2,5.68,45
Drone_2876,90.25,96.85,18.39,24
Drone_2876,24.49,44.78,4.32,25
Drone_2876,56.77,30.56,8.28,26
Drone_2876,14.2,35.76,17.91,27
Drone_2876,52.89,59.96,6.01,28
Drone_2877,60.12,98.54,6.23,6
Drone_2877,7.43,61.28,4.28,7
Drone_2877,19.34,68.15,11.99,8
Drone_2877,43.76,56.01,12.1,9
Drone_2877,84.71,76.87,6.59,10
Drone_2878,34.91,72.35,15.93,4
Drone_2878,60.76,4.8,13.12,5
Drone_2878,17.2,18.07,10.38,6
Drone_2878,85.64,15.88,17.7,7
Drone_2878,7.97,36.27,16.16,8
Drone_2879,16.73,91.41,12.42,79
Drone_2879,37.96,29.09,13.24,80
Drone_2879,77.03,88.84,2.7,81
Drone_2879,46.8,72.7,14.98,82
Drone_2879,13.16,62.8,11.1,83
Drone_2880,40.56,5.16,0.79,28
Drone_2880,28.5,95.05,19.91,29
Drone_2880,87.68,91.47,12.0,30
Drone_2880,47.94,80.96,12.62,31
Drone_2880,77.71,40.28,6.85,32
Drone_2881,60.25,30.11,1.95,78
Drone_2881,19.7,4.57,5.75,79
Drone_2881,25.85,10.37,13.23,80
Drone_2881,90.62,22.59,2.67,81
Drone_2881,91.47,96.22,16.78,82
Drone_2882,48.96,56.79,5.61,74
Drone_2882,12.41,94.37,8.87,75
Drone_2882,73.51,80.52,14.94,76
Drone_2882,3.36,97.83,16.57,77
Drone_2882,63.07,94.29,8.03,78
Drone_2883,64.53,69.31,8.76,80
Drone_2883,11.99,99.96,1.59,81
Drone_2883,74.61,78.42,7.68,82
Drone_2883,26.82,84.32,12.05,83
Drone_2883,97.64,53.74,0.19,84
Drone_2884,18.8,2.27,1.08,18
Drone_2884,35.9,88.18,6.81,19
Drone_2884,99.79,25.2,9.53,20
Drone_2884,36.03,31.52,12.82,21
Drone_2884,82.44,76.66,0.74,22
Drone_2885,2.5,65.71,1.86,49
Drone_2885,14.78,99.63,3.39,50
Drone_2885,76.85,47.17,15.8,51
Drone_2885,26.24,78.83,0.99,52
Drone_2885,88.46,87.74,17.25,53
Drone_2886,62.01,98.8,0.62,34
Drone_2886,25.21,38.15,17.08,35
Drone_2886,97.28,28.01,17.3,36
Drone_2886,23.17,92.1,1.12,37
Drone_2886,67.59,53.61,9.93,38
Drone_2887,10.44,87.63,13.04,41
Drone_2887,11.7,26.15,16.37,42
Drone_2887,60.71,37.26,1.8,43
Drone_2887,60.45,34.48,0.53,44
Drone_2887,72.15,72.08,18.9,45
Drone_2888,22.71,7.85,5.38,80
Drone_2888,83.54,5.33,19.79,81
Drone_2888,32.68,11.64,8.14,82
Drone_2888,89.58,76.76,7.68,83
Drone_2888,43.49,36.45,14.97,84
Drone_2889,41.07,59.26,1.58,94
Drone_2889,87.15,67.14,0.84,95
Drone_2889,71.65,48.19,2.44,96
Drone_2889,70.72,49.9,7.31,97
Drone_2889,44.18,45.38,14.03,98
Drone_2890,16.8,0.13,14.72,40
Drone_2890,12.84,57.87,19.5,41
Drone_2890,43.1,51.69,11.33,42
Drone_2890,62.94,1.9,18.63,43
Drone_2890,11.37,59.42,19.94,44
Drone_2891,90.46,84.4,4.91,17
Drone_2891,29.86,88.61,6.78,18
Drone_2891,54.71,10.78,2.96,19
Drone_2891,56.97,69.82,15.79,20
Drone_2891,3.7,65.06,12.08,21
Drone_2892,12.44,75.94,7.21,50
Drone_2892,18.93,47.13,13.14,51
Drone_2892,8.74,93.85,11.48,52
Drone_2892,43.19,93.91,4.12,53
Drone_2892,11.46,23.26,1.16,54
Drone_2893,24.46,72.67,16.93,64
Drone_2893,55.75,55.6,4.72,65
Drone_2893,0.92,72.68,1.11,66
Drone_2893,17.2,6.53,18.24,67
Drone_2893,3.2,71.39,16.62,68
Drone_2894,48.01,5.38,10.04,47
Drone_2894,32.76,49.72,1.37,48
Drone_2894,21.51,73.57,5.49,49
Drone_2894,34.32,5.69,16.33,50
Drone_2894,52.77,63.96,10.49,51
Drone_2895,48.87,84.34,12.76,27
Drone_2895,4.11,36.48,8.71,28
Drone_2895,42.86,60.33,19.46,29
Drone_2895,87.94,16.18,3.26,30
Drone_2895,83.75,28.1,7.17,31
Drone_2896,86.11,12.06,12.18,98
Drone_2896,40.93,91.39,15.61,99
Drone_2896,50.16,99.24,11.39,100
Drone_2896,38.07,64.29,5.94,101
Drone_2896,9.43,80.22,19.1,102
Drone_2897,48.36,46.2,8.94,3
Drone_2897,70.55,56.54,19.37,4
Drone_2897,84.68,81.36,16.21,5
Drone_2897,92.37,6.12,9.55,6
Drone_2897,29.09,14.06,4.96,7
Drone_2898,24.17,18.97,12.24,67
Drone_2898,84.21,19.59,4.98,68
Drone_2898,74.17,47.03,7.99,69
Drone_2898,93.28,33.65,15.68,70
Drone_2898,10.2,93.52,0.97,71
Drone_2899,92.18,4.02,9.62,61
Drone_2899,72.87,65.27,14.46,62
Drone_2899,26.05,46.63,16.58,63
Drone_2899,4.8,92.11,5.93,64
Drone_2899,11.76,15.47,4.58,65
Drone_2900,94.16,90.5,18.89,56
Drone_2900,31.11,2.44,7.12,57
Drone_2900,83.99,85.95,1.66,58
Drone_2900,46.94,77.23,1.75,59
Drone_2900,89.35,2.51,8.48,60
Drone_2901,32.94,19.99,8.14,75
Drone_2901,1.67,37.26,18.67,76
Drone_2901,92.91,38.65,12.64,77
Drone_2901,19.02,35.96,7.71,78
Drone_2901,15.1,61.84,7.39,79
Drone_2902,74.07,71.97,16.02,37
Drone_2902,4.92,85.49,18.36,38
Drone_2902,49.4,67.93,12.76,39
Drone_2902,58.7,98.44,19.69,40
Drone_2902,30.14,31.36,12.74,41
Drone_2903,60.33,64.94,15.52,41
Drone_2903,88.59,86.03,8.01,42
Drone_2903,9.73,2.42,6.68,43
Drone_2903,81.27,52.94,10.63,44
Drone_2903,72.51,11.08,1.17,45
Drone_2904,53.44,42.98,10.02,10
Drone_2904,82.71,81.39,1.31,11
Drone_2904,93.28,82.87,8.42,12
Drone_2904,78.64,72.46,7.48,13
Drone_2904,97.43,20.26,17.45,14
Drone_2905,2.97,40.15,8.8,39
Drone_2905,4.82,80.02,4.49,40
Drone_2905,96.89,80.57,8.42,41
Drone_2905,74.68,75.02,0.71,42
Drone_2905,29.54,47.98,15.79,43
Drone_2906,6.88,89.86,15.58,5
Drone_2906,62.05,1.96,11.15,6
Drone_2906,95.11,49.23,7.32,7
Drone_2906,53.83,49.18,14.93,8
Drone_2906,32.96,83.38,4.37,9
Drone_2907,63.2,11.84,10.67,20
Drone_2907,63.82,12.38,19.15,21
Drone_2907,45.31,26.02,12.89,22
Drone_2907,63.46,25.52,8.2,23
Drone_2907,44.95,92.16,0.79,24
Drone_2908,78.43,19.55,1.03,92
Drone_2908,22.09,27.08,18.78,93
Drone_2908,70.35,6.26,6.31,94
Drone_2908,28.27,90.22,3.53,95
Drone_2908,88.92,31.16,3.36,96
Drone_2909,56.62,30.31,11.75,64
Drone_2909,24.27,72.55,12.39,65
Drone_2909,0.47,24.19,19.02,66
Drone_2909,97.05,92.45,15.18,67
Drone_2909,32.18,3.63,5.74,68
Drone_2910,74.28,16.29,2.31,64
Drone_2910,22.02,11.63,15.57,65
Drone_2910,35.56,53.84,7.38,66
Drone_2910,34.23,11.14,12.72,67
Drone_2910,75.67,70.71,12.28,68
Drone_2911,55.36,38.68,5.9,57
Drone_2911,65.79,3.37,15.75,58
Drone_2911,2.89,12.92,5.34,59
Drone_2911,9.76,83.81,4.35,60
Drone_2911,31.05,93.86,1.77,61
Drone_2912,21.89,97.0,9.96,64
Drone_2912,60.03,28.48,10.59,65
Drone_2912,44.6,34.3,14.15,66
Drone_2912,7.38,14.96,8.8,67
Drone_2912,57.83,5.42,1.5,68
Drone_2913,42.65,40.07,16.09,63
Drone_2913,68.51,13.28,12.4,64
Drone_2913,89.82,17.9,9.04,65
Drone_2913,60.85,22.26,1.16,66
Drone_2913,67.11,12.89,13.04,67
Drone_2914,14.74,60.04,13.28,94
Drone_2914,59.15,8.07,6.11,95
Drone_2914,70.79,55.8,7.23,96
Drone_2914,78.32,68.26,6.04,97
Drone_2914,82.04,44.27,20.0,98
Drone_2915,42.62,65.47,9.76,31
Drone_2915,27.99,84.01,9.36,32
Drone_2915,36.69,33.82,0.3,33
Drone_2915,79.65,39.22,3.08,34
Drone_2915,43.8,30.95,1.6,35
Drone_2916,52.79,32.57,17.17,95
Drone_2916,37.36,24.64,6.07,96
Drone_2916,62.19,2.67,16.52,97
Drone_2916,91.45,61.81,0.48,98
Drone_2916,72.3,21.11,5.4,99
Drone_2917,2.71,66.02,7.24,87
Drone_2917,98.97,67.5,14.34,88
Drone_2917,55.93,83.32,3.64,89
Drone_2917,6.86,53.31,5.89,90
Drone_2917,64.42,38.95,2.85,91
Drone_2918,81.27,6.21,14.97,78
Drone_2918,90.22,18.91,3.47,79
Drone_2918,96.63,78.16,18.24,80
Drone_2918,76.48,77.63,2.74,81
Drone_2918,42.58,80.98,10.9,82
Drone_2919,88.76,36.26,17.41,81
Drone_2919,12.3,37.62,10.84,82
Drone_2919,96.47,89.79,6.67,83
Drone_2919,93.44,21.94,2.44,84
Drone_2919,70.37,36.15,18.0,85
Drone_2920,69.31,85.01,0.29,60
Drone_2920,43.54,96.67,19.28,61
Drone_2920,86.07,56.47,1.29,62
Drone_2920,12.28,71.15,10.76,63
Drone_2920,69.29,42.31,14.25,64
Drone_2921,42.92,44.65,15.89,6
Drone_2921,69.8,72.99,1.02,7
Drone_2921,30.08,86.97,1.76,8
Drone_2921,78.14,5.37,13.91,9
Drone_2921,43.08,90.92,3.81,10
Drone_2922,30.12,23.16,18.15,58
Drone_2922,10.3,34.71,11.94,59
Drone_2922,83.82,19.81,5.03,60
Drone_2922,70.28,55.04,11.08,61
Drone_2922,58.74,65.2,2.61,62
Drone_2923,15.65,59.32,10.15,41
Drone_2923,52.36,47.91,7.08,42
Drone_2923,48.81,4.51,6.49,43
Drone_2923,88.05,66.02,19.36,44
Drone_2923,64.06,48.0,10.39,45
Drone_2924,73.34,35.82,11.06,45
Drone_2924,23.21,14.96,19.45,46
Drone_2924,54.06,92.99,9.1,47
Drone_2924,26.7,4.64,1.61,48
Drone_2924,94.67,18.39,13.89,49
Drone_2925,17.96,53.52,11.15,74
Drone_2925,31.2,62.2,19.87,75
Drone_2925,92.17,66.79,1.82,76
Drone_2925,15.26,40.18,16.86,77
Drone_2925,73.25,53.46,3.43,78
Drone_2926,88.01,64.68,10.44,63
Drone_2926,71.11,13.1,12.68,64
Drone_2926,57.85,19.15,2.45,65
Drone_2926,20.06,97.85,9.9,66
Drone_2926,17.69,67.51,10.38,67
Drone_2927,70.17,67.6,1.88,5
Drone_2927,50.59,7.25,6.22,6
Drone_2927,52.47,14.45,14.77,7
Drone_2927,33.17,78.87,16.47,8
Drone_2927,81.24,81.41,16.58,9
Drone_2928,28.19,91.28,4.91,28
Drone_2928,82.74,38.43,6.14,29
Drone_2928,91.96,53.61,3.74,30
Drone_2928,26.56,30.0,13.56,31
Drone_2928,38.43,28.37,10.77,32
Drone_2929,96.2,47.17,16.21,55
Drone_2929,31.13,15.5,7.55,56
Drone_2929,23.75,26.5,7.0,57
Drone_2929,43.84,90.96,8.09,58
Drone_2929,98.73,27.59,1.17,59
Drone_2930,22.14,43.04,8.86,38
Drone_2930,77.56,63.27,2.6,39
Drone_2930,68.94,41.35,2.16,40
Drone_2930,90.77,58.61,6.69,41
Drone_2930,49.78,62.67,7.12,42
Drone_2931,20.38,89.91,9.1,57
Drone_2931,86.17,84.46,2.31,58
Drone_2931,19.87,10.36,13.4,59
Drone_2931,35.49,82.26,3.93,60
Drone_2931,77.9,77.34,14.62,61
Drone_2932,23.62,59.26,15.49,9
Drone_2932,24.52,81.12,9.51,10
Drone_2932,42.7,30.73,18.17,11
Drone_2932,65.65,22.93,19.74,12
Drone_2932,29.47,66.01,16.75,13
Drone_2933,26.71,42.49,12.7,83
Drone_2933,5.35,46.86,19.43,84
Drone_2933,89.01,32.23,18.52,85
Drone_2933,7.19,4.02,8.54,86
Drone_2933,67.14,21.76,15.15,87
Drone_2934,12.75,72.48,19.25,75
Drone_2934,4.86,69.46,5.79,76
Drone_2934,0.56,22.96,12.95,77
Drone_2934,52.91,15.54,1.76,78
Drone_2934,89.69,67.36,11.29,79
Drone_2935,40.32,56.5,11.18,18
Drone_2935,94.38,67.35,11.89,19
Drone_2935,43.9,41.83,16.15,20
Drone_2935,28.86,27.62,14.81,21
Drone_2935,90.33,45.17,10.32,22
Drone_2936,0.9,45.49,17.86,57
Drone_2936,72.16,25.44,8.75,58
Drone_2936,39.17,53.67,5.06,59
Drone_2936,42.87,39.37,14.88,60
Drone_2936,4.18,59.47,5.66,61
Drone_2937,51.09,71.31,18.42,78
Drone_2937,93.89,43.04,7.52,79
Drone_2937,36.57,95.61,2.24,80
Drone_2937,17.55,54.1,0.87,81
Drone_2937,57.47,83.81,7.49,82
Drone_2938,43.83,60.06,16.88,16
Drone_2938,65.24,65.64,10.2,17
Drone_2938,85.29,82.43,19.03,18
Drone_2938,98.7,40.47,6.58,19
Drone_2938,39.31,52.77,19.98,20
Drone_2939,91.09,7.05,16.23,74
Drone_2939,55.37,21.72,19.86,75
Drone_2939,14.31,19.93,17.34,76
Drone_2939,93.07,56.55,7.76,77
Drone_2939,27.92,56.73,11.49,78
Drone_2940,70.67,31.39,0.83,13
Drone_2940,60.7,16.73,7.02,14
Drone_2940,97.67,83.01,10.4,15
Drone_2940,29.4,35.94,10.32,16
Drone_2940,26.31,43.2,15.75,17
Drone_2941,17.56,11.06,19.23,42
Drone_2941,54.85,39.13,12.72,43
Drone_2941,96.02,37.44,16.73,44
Drone_2941,58.97,0.91,8.64,45
Drone_2941,48.63,68.01,19.51,46
Drone_2942,88.55,69.41,7.28,88
Drone_2942,35.88,11.32,7.87,89
Drone_2942,14.99,76.31,14.38,90
Drone_2942,5.18,11.86,17.76,91
Drone_2942,83.54,94.76,18.24,92
Drone_2943,82.42,8.05,5.65,3
Drone_2943,65.02,34.59,8.78,4
Drone_2943,22.69,8.48,13.31,5
Drone_2943,41.38,54.78,4.7,6
Drone_2943,54.62,49.95,7.24,7
Drone_2944,50.15,73.58,19.68,62
Drone_2944,80.21,27.6,6.09,63
Drone_2944,40.76,27.71,19.38,64
Drone_2944,14.79,39.15,13.33,65
Drone_2944,42.08,91.05,1.75,66
Drone_2945,77.64,97.98,11.0,6
Drone_2945,64.06,15.0,2.81,7
Drone_2945,27.37,28.5,5.77,8
Drone_2945,68.62,14.52,6.19,9
Drone_2945,37.74,89.33,13.05,10
Drone_2946,58.91,24.9,6.01,55
Drone_2946,93.28,6.09,13.77,56
Drone_2946,20.88,32.2,8.08,57
Drone_2946,11.51,97.52,3.19,58
Drone_2946,35.4,93.49,15.32,59
Drone_2947,81.31,7.33,9.46,72
Drone_2947,8.35,64.15,8.87,73
Drone_2947,3.46,90.12,0.97,74
Drone_2947,63.74,23.24,12.22,75
Drone_2947,76.84,81.73,18.92,76
Drone_2948,64.71,31.64,16.08,63
Drone_2948,93.99,8.25,15.06,64
Drone_2948,45.15,71.09,13.47,65
Drone_2948,15.97,6.48,17.28,66
Drone_2948,14.23,51.13,9.22,67
Drone_2949,22.96,12.54,0.19,87
Drone_2949,95.23,97.35,14.16,88
Drone_2949,57.18,97.3,3.2,89
Drone_2949,35.48,57.06,14.37,90
Drone_2949,85.44,10.73,13.2,91
Drone_2950,60.78,87.8,8.24,89
Drone_2950,26.36,64.49,14.0,90
Drone_2950,77.43,66.63,12.67,91
Drone_2950,70.52,34.33,7.38,92
Drone_2950,32.57,70.74,0.93,93
Drone_2951,97.37,76.99,0.04,6
Drone_2951,48.69,83.66,3.05,7
Drone_2951,54.73,97.28,4.99,8
Drone_2951,0.19,84.9,2.02,9
Drone_2951,45.55,52.05,17.84,10
Drone_2952,48.65,64.46,16.07,69
Drone_2952,1.82,9.42,13.4,70
Drone_2952,20.26,59.68,8.81,71
Drone_2952,67.73,53.19,15.45,72
Drone_2952,61.48,29.86,6.35,73
Drone_2953,10.68,82.38,5.33,67
Drone_2953,26.76,43.48,19.32,68
Drone_2953,60.67,14.97,11.54,69
Drone_2953,69.21,77.69,15.59,70
Drone_2953,73.51,40.67,11.18,71
Drone_2954,63.44,40.88,9.59,92
Drone_2954,67.19,19.49,9.69,93
Drone_2954,34.23,80.11,9.34,94
Drone_2954,90.21,27.92,2.43,95
Drone_2954,36.57,4.76,0.21,96
Drone_2955,56.53,38.72,1.08,10
Drone_2955,96.87,91.15,17.27,11
Drone_2955,69.29,36.31,19.22,12
Drone_2955,76.56,35.67,8.52,13
Drone_2955,40.73,17.54,14.44,14
Drone_2956,65.56,49.88,16.11,31
Drone_2956,82.82,27.8,18.43,32
Drone_2956,75.42,39.64,12.21,33
Drone_2956,16.61,89.91,12.57,34
Drone_2956,97.93,60.77,10.62,35
Drone_2957,28.77,51.94,12.21,49
Drone_2957,94.6,98.51,7.75,50
Drone_2957,50.71,34.79,7.59,51
Drone_2957,84.78,57.61,2.58,52
Drone_2957,53.42,47.35,8.48,53
Drone_2958,16.81,84.91,13.56,92
Drone_2958,89.98,43.56,19.53,93
Drone_2958,93.12,64.93,14.19,94
Drone_2958,80.5,47.22,12.84,95
Drone_2958,17.47,70.15,3.67,96
Drone_2959,23.89,82.51,8.31,51
Drone_2959,17.27,6.07,14.25,52
Drone_2959,0.22,40.13,13.49,53
Drone_2959,51.16,94.19,12.2,54
Drone_2959,26.84,32.67,5.88,55
Drone_2960,89.05,32.5,7.74,50
Drone_2960,73.58,33.32,9.55,51
Drone_2960,49.81,68.01,0.08,52
Drone_2960,5.23,60.49,16.63,53
Drone_2960,96.79,64.21,14.72,54
Drone_2961,56.86,53.67,15.21,72
Drone_2961,41.01,36.13,19.63,73
Drone_2961,14.75,15.49,8.78,74
Drone_2961,38.12,19.15,12.54,75
Drone_2961,54.26,95.67,14.6,76
Drone_2962,44.82,6.41,4.35,45
Drone_2962,61.45,98.09,8.97,46
Drone_2962,59.72,71.76,3.59,47
Drone_2962,62.91,6.51,14.07,48
Drone_2962,95.4,34.93,3.05,49
Drone_2963,75.27,8.62,0.74,3
Drone_2963,65.21,53.71,19.16,4
Drone_2963,91.62,59.76,11.86,5
Drone_2963,39.73,30.19,5.3,6
Drone_2963,9.91,28.08,13.81,7
Drone_2964,87.52,14.97,9.8,87
Drone_2964,88.57,28.31,3.64,88
Drone_2964,1.79,25.55,12.41,89
Drone_2964,99.96,5.11,13.43,90
Drone_2964,15.6,30.8,10.71,91
Drone_2965,33.83,13.08,4.41,3
Drone_2965,11.01,37.08,6.77,4
Drone_2965,76.22,40.1,18.3,5
Drone_2965,99.53,4.02,19.46,6
Drone_2965,6.64,78.03,3.2,7
Drone_2966,52.36,73.78,8.58,5
Drone_2966,56.97,83.76,10.99,6
Drone_2966,86.44,90.17,13.63,7
Drone_2966,56.61,55.66,13.18,8
Drone_2966,3.4,59.28,0.14,9
Drone_2967,37.8,9.76,1.84,28
Drone_2967,90.16,96.97,12.06,29
Drone_2967,2.72,28.38,11.84,30
Drone_2967,51.36,32.98,4.32,31
Drone_2967,6.85,35.68,6.61,32
Drone_2968,18.32,7.1,18.61,95
Drone_2968,85.9,38.66,17.73,96
Drone_2968,16.62,87.13,11.0,97
Drone_2968,4.93,12.58,16.93,98
Drone_2968,4.2,50.48,19.41,99
Drone_2969,84.33,77.89,13.29,18
Drone_2969,38.52,46.98,4.62,19
Drone_2969,54.9,49.25,4.25,20
Drone_2969,16.59,23.44,1.82,21
Drone_2969,63.19,16.36,9.35,22
Drone_2970,80.29,70.62,15.3,76
Drone_2970,29.36,72.85,6.07,77
Drone_2970,0.21,28.06,16.63,78
Drone_2970,0.45,60.69,14.3,79
Drone_2970,13.76,6.15,14.7,80
Drone_2971,45.85,58.06,9.72,72
Drone_2971,23.79,93.62,10.75,73
Drone_2971,88.52,24.46,4.66,74
Drone_2971,50.14,12.47,1.09,75
Drone_2971,32.65,3.27,5.29,76
Drone_2972,26.77,75.63,5.3,15
Drone_2972,10.3,53.86,5.14,16
Drone_2972,14.6,31.96,0.27,17
Drone_2972,99.21,48.68,5.97,18
Drone_2972,95.14,21.91,10.01,19
Drone_2973,30.72,98.82,1.41,61
Drone_2973,29.83,65.82,2.41,62
Drone_2973,18.03,2.6,10.48,63
Drone_2973,87.99,93.64,7.41,64
Drone_2973,35.13,86.37,4.92,65
Drone_2974,3.17,10.7,11.11,32
Drone_2974,84.99,2.03,7.82,33
Drone_2974,79.77,22.6,0.14,34
Drone_2974,6.09,41.52,5.31,35
Drone_2974,31.98,32.69,4.48,36
Drone_2975,43.87,52.69,4.5,42
Drone_2975,58.98,54.38,5.21,43
Drone_2975,31.76,63.46,8.67,44
Drone_2975,4.36,6.94,13.6,45
Drone_2975,15.29,51.14,9.64,46
Drone_2976,1.68,44.97,14.09,12
Drone_2976,30.24,93.96,14.13,13
Drone_2976,92.44,67.82,18.0,14
Drone_2976,60.04,24.43,4.13,15
Drone_2976,53.92,76.2,6.77,16
Drone_2977,42.61,70.08,5.11,34
Drone_2977,11.63,77.02,8.57,35
Drone_2977,99.98,49.98,11.96,36
Drone_2977,40.98,23.96,2.96,37
Drone_2977,78.43,0.79,3.28,38
Drone_2978,85.16,60.8,19.42,82
Drone_2978,67.05,57.77,8.92,83
Drone_2978,81.81,70.12,4.37,84
Drone_2978,32.44,44.05,8.09,85
Drone_2978,55.4,18.84,19.61,86
Drone_2979,88.88,22.85,5.94,93
Drone_2979,65.21,70.19,13.63,94
Drone_2979,86.58,95.13,1.15,95
Drone_2979,20.19,54.78,14.89,96
Drone_2979,42.27,57.1,18.18,97
Drone_2980,25.53,9.77,0.94,72
Drone_2980,30.16,47.54,10.58,73
Drone_2980,9.73,84.46,2.48,74
Drone_2980,13.22,29.0,8.21,75
Drone_2980,49.54,16.56,7.76,76
Drone_2981,37.05,41.49,7.59,46
Drone_2981,68.12,52.17,0.13,47
Drone_2981,1.36,0.42,4.63,48
Drone_2981,60.98,36.03,13.26,49
Drone_2981,68.88,89.81,6.16,50
Drone_2982,65.22,13.85,19.44,25
Drone_2982,44.35,10.38,19.63,26
Drone_2982,75.3,81.67,4.12,27
Drone_2982,38.68,20.11,10.89,28
Drone_2982,36.54,59.87,3.56,29
Drone_2983,25.77,23.13,9.49,12
Drone_2983,50.63,94.55,10.21,13
Drone_2983,38.13,26.38,1.43,14
Drone_2983,29.87,68.54,19.9,15
Drone_2983,0.19,57.77,4.25,16
Drone_2984,12.09,67.18,3.44,97
Drone_2984,11.9,85.22,17.2,98
Drone_2984,67.69,57.43,2.78,99
Drone_2984,60.28,1.58,10.89,100
Drone_2984,70.3,18.83,6.82,101
Drone_2985,49.2,21.25,14.48,50
Drone_2985,79.77,83.81,17.8,51
Drone_2985,20.36,62.1,5.0,52
Drone_2985,5.09,51.49,14.76,53
Drone_2985,82.28,84.1,6.76,54
Drone_2986,75.99,55.56,15.24,81
Drone_2986,60.61,13.84,7.04,82
Drone_2986,20.35,39.62,0.73,83
Drone_2986,50.35,33.44,16.29,84
Drone_2986,12.44,86.3,6.09,85
Drone_2987,62.34,28.16,9.01,28
Drone_2987,11.51,7.57,5.8,29
Drone_2987,87.07,39.3,10.05,30
Drone_2987,78.03,48.21,7.26,31
Drone_2987,38.26,94.02,1.06,32
Drone_2988,64.41,25.55,19.25,11
Drone_2988,30.45,20.77,5.55,12
Drone_2988,77.09,6.43,10.82,13
Drone_2988,35.74,73.74,8.23,14
Drone_2988,99.47,42.1,1.85,15
Drone_2989,16.17,7.0,11.22,64
Drone_2989,16.65,64.84,13.49,65
Drone_2989,47.84,55.61,11.3,66
Drone_2989,4.49,42.36,11.38,67
Drone_2989,29.28,97.86,7.68,68
Drone_2990,6.75,77.47,1.36,68
Drone_2990,88.03,90.72,3.21,69
Drone_2990,1.65,59.56,19.07,70
Drone_2990,51.47,88.73,13.01,71
Drone_2990,23.66,63.67,6.65,72
Drone_2991,88.19,79.93,14.26,70
Drone_2991,93.34,62.16,4.26,71
Drone_2991,82.58,42.95,5.71,72
Drone_2991,58.7,61.12,16.26,73
Drone_2991,97.32,83.08,17.11,74
Drone_2992,66.78,37.8,10.61,99
Drone_2992,55.25,0.24,4.81,100
Drone_2992,59.37,25.75,17.31,101
Drone_2992,65.11,15.99,4.89,102
Drone_2992,54.32,21.63,13.18,103
Drone_2993,37.1,66.85,7.12,41
Drone_2993,77.05,23.86,1.14,42
Drone_2993,52.59,24.01,17.24,43
Drone_2993,40.48,79.16,14.46,44
Drone_2993,33.5,35.86,8.76,45
Drone_2994,4.7,23.04,15.35,61
Drone_2994,67.14,85.12,0.79,62
Drone_2994,96.66,67.1,11.99,63
Drone_2994,0.51,37.22,10.74,64
Drone_2994,64.45,32.18,13.28,65
Drone_2995,8.43,46.04,15.14,43
Drone_2995,5.93,85.18,7.78,44
Drone_2995,23.49,56.11,6.62,45
Drone_2995,39.45,30.11,3.07,46
Drone_2995,58.15,84.46,8.18,47
Drone_2996,88.97,82.73,12.49,92
Drone_2996,75.55,96.05,0.84,93
Drone_2996,97.26,95.61,3.89,94
Drone_2996,34.63,54.06,10.75,95
Drone_2996,29.68,90.93,10.12,96
Drone_2997,48.45,51.21,14.51,60
Drone_2997,48.12,66.57,12.38,61
Drone_2997,40.94,46.54,13.41,62
Drone_2997,44.17,89.36,11.72,63
Drone_2997,6.23,59.02,14.63,64
Drone_2998,70.24,31.05,7.49,19
Drone_2998,17.87,64.19,18.2,20
Drone_2998,0.46,97.87,13.68,21
Drone_2998,54.07,9.32,19.86,22
Drone_2998,95.77,75.35,0.11,23
Drone_2999,15.27,11.26,1.12,22
Drone_2999,29.23,47.16,10.6,23
Drone_2999,28.33,37.67,15.95,24
Drone_2999,71.6,89.37,1.38,25
Drone_2999,7.59,27.6,15.84,26
Drone_3000,14.67,98.54,2.79,99
Drone_3000,86.44,51.67,11.41,100
Drone_3000,30.42,12.61,1.57,101
Drone_3000,29.49,55.64,0.44,102
Drone_3000,96.44,96.79,1.93,103
Drone_3001,67.92,44.25,3.66,20
Drone_3001,67.11,43.2,0.67,21
Drone_3001,26.55,7.13,9.46,22
Drone_3001,45.63,98.03,11.12,23
Drone_3001,10.9,33.34,17.45,24
Drone_3002,27.61,11.57,0.27,24
Drone_3002,26.38,46.59,4.81,25
Drone_3002,8.25,71.69,3.5,26
Drone_3002,20.17,8.47,17.06,27
Drone_3002,9.05,0.9,2.8,28
Drone_3003,37.3,97.93,18.52,54
Drone_3003,5.15,81.49,16.18,55
Drone_3003,19.04,33.25,12.85,56
Drone_3003,27.06,39.12,19.14,57
Drone_3003,60.63,31.34,13.21,58
Drone_3004,93.94,6.75,6.08,19
Drone_3004,34.75,74.29,10.14,20
Drone_3004,75.95,84.52,1.23,21
Drone_3004,49.59,33.95,7.77,22
